cik,cik_full,ticker,accn,form,fy,10k_path
1640147,0001640147,SNOW,0001640147-21-000073,10-K,2020,https://www.sec.gov/Archives/edgar/data/1640147/000164014721000073/0001640147-21-000073.txt
1001085,0001001085,BAM,0001640147-21-000073,10-K,2020,https://www.sec.gov/Archives/edgar/data/1001085/000164014721000073/0001640147-21-000073.txt
9631,0000009631,BNS,0001640147-21-000073,10-K,2020,https://www.sec.gov/Archives/edgar/data/9631/000164014721000073/0001640147-21-000073.txt
67088,0000067088,MUFG,0001640147-21-000073,10-K,2020,https://www.sec.gov/Archives/edgar/data/67088/000164014721000073/0001640147-21-000073.txt
16868,0000016868,CNI,0001640147-21-000073,10-K,2020,https://www.sec.gov/Archives/edgar/data/16868/000164014721000073/0001640147-21-000073.txt
1393818,0001393818,BX,0001193125-21-060361,10-K,2020,https://www.sec.gov/Archives/edgar/data/1393818/000119312521060361/0001193125-21-060361.txt
917851,0000917851,VALE,0001193125-21-060361,10-K,2020,https://www.sec.gov/Archives/edgar/data/917851/000119312521060361/0001193125-21-060361.txt
1123658,0001123658,SNP,0001193125-21-060361,10-K,2020,https://www.sec.gov/Archives/edgar/data/1123658/000119312521060361/0001193125-21-060361.txt
895728,0000895728,ENB,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/895728/000089572822000011/0000895728-22-000011.txt
1650372,0001650372,TEAM,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1650372/000089572822000011/0000895728-22-000011.txt
30554,0000030554,CTA-PA,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/30554/000089572822000011/0000895728-22-000011.txt
927971,0000927971,BMO,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/927971/000089572822000011/0000895728-22-000011.txt
1737806,0001737806,PDD,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1737806/000089572822000011/0000895728-22-000011.txt
1703399,0001703399,SE,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1703399/000089572822000011/0000895728-22-000011.txt
1610520,0001610520,UBS,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1610520/000089572822000011/0000895728-22-000011.txt
1091587,0001091587,ABB,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1091587/000089572822000011/0000895728-22-000011.txt
1110646,0001110646,NTES,0000895728-22-000011,10-K,2021,https://www.sec.gov/Archives/edgar/data/1110646/000089572822000011/0000895728-22-000011.txt
1543151,0001543151,UBER,0001543151-21-000014,10-K,2020,https://www.sec.gov/Archives/edgar/data/1543151/000154315121000014/0001543151-21-000014.txt
16875,0000016875,CP,0000016875-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/16875/000001687521000008/0000016875-21-000008.txt
891478,0000891478,SAN,0000016875-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/891478/000001687521000008/0000016875-21-000008.txt
1564408,0001564408,SNAP,0001564590-22-003868,10-K,2021,https://www.sec.gov/Archives/edgar/data/1564408/000156459022003868/0001564590-22-003868.txt
1017413,0001017413,CNQ,0001564590-22-003868,10-K,2021,https://www.sec.gov/Archives/edgar/data/1017413/000156459022003868/0001564590-22-003868.txt
1129137,0001129137,AMX,0001564590-22-003868,10-K,2021,https://www.sec.gov/Archives/edgar/data/1129137/000156459022003868/0001564590-22-003868.txt
929869,0000929869,RELX,0001564590-22-003868,10-K,2021,https://www.sec.gov/Archives/edgar/data/929869/000156459022003868/0001564590-22-003868.txt
1327811,0001327811,WDAY,0001327811-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/0001327811-21-000020.txt
1605484,0001605484,STLA,0001327811-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1605484/000132781121000020/0001327811-21-000020.txt
1045520,0001045520,CM,0001327811-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1045520/000132781121000020/0001327811-21-000020.txt
1835632,0001835632,MRVL,0001327811-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1835632/000132781121000020/0001327811-21-000020.txt
1329099,0001329099,BIDU,0001327811-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1329099/000132781121000020/0001327811-21-000020.txt
1099590,0001099590,MELI,0001562762-21-000079,10-K,2020,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000079/0001562762-21-000079.txt
1874178,0001874178,RIVN,0001562762-21-000079,10-K,2020,https://www.sec.gov/Archives/edgar/data/1874178/000156276221000079/0001562762-21-000079.txt
1648416,0001648416,RACE,0001562762-21-000079,10-K,2020,https://www.sec.gov/Archives/edgar/data/1648416/000156276221000079/0001562762-21-000079.txt
1039765,0001039765,ING,0001562762-21-000079,10-K,2020,https://www.sec.gov/Archives/edgar/data/1039765/000156276221000079/0001562762-21-000079.txt
1002242,0001002242,E,0001562762-21-000079,10-K,2020,https://www.sec.gov/Archives/edgar/data/1002242/000156276221000079/0001562762-21-000079.txt
1418135,0001418135,KDP,0001418135-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/1418135/000141813521000005/0001418135-21-000005.txt
1004315,0001004315,NGG,0001418135-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/1004315/000141813521000005/0001418135-21-000005.txt
1061219,0001061219,EPD,0001061219-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1061219/000106121921000009/0001061219-21-000009.txt
715153,0000715153,HMC,0001061219-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/715153/000106121921000009/0001061219-21-000009.txt
1124610,0001124610,VMW,0001124610-21-000015,10-K,2020,https://www.sec.gov/Archives/edgar/data/1124610/000112461021000015/0001124610-21-000015.txt
1512673,0001512673,SQ,0001512673-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1512673/000151267321000008/0001512673-21-000008.txt
1327567,0001327567,PANW,0001327567-21-000029,10-K,2021,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/0001327567-21-000029.txt
1022837,0001022837,SMFG,0001327567-21-000029,10-K,2021,https://www.sec.gov/Archives/edgar/data/1022837/000132756721000029/0001327567-21-000029.txt
1232384,0001232384,TRP,0001327567-21-000029,10-K,2021,https://www.sec.gov/Archives/edgar/data/1232384/000132756721000029/0001327567-21-000029.txt
1561550,0001561550,DDOG,0001564590-21-009770,10-K,2020,https://www.sec.gov/Archives/edgar/data/1561550/000156459021009770/0001564590-21-009770.txt
1001838,0001001838,SCCO,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/1001838/000155837021001894/0001558370-21-001894.txt
1679788,0001679788,COIN,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/1679788/000155837021001894/0001558370-21-001894.txt
839923,0000839923,VOD,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/839923/000155837021001894/0001558370-21-001894.txt
1160106,0001160106,LYG,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/1160106/000155837021001894/0001558370-21-001894.txt
1075124,0001075124,TRI,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/1075124/000155837021001894/0001558370-21-001894.txt
1132597,0001132597,ITUB,0001558370-21-001894,10-K,2020,https://www.sec.gov/Archives/edgar/data/1132597/000155837021001894/0001558370-21-001894.txt
743988,0000743988,XLNX,0000743988-21-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/743988/000074398821000016/0000743988-21-000016.txt
718940,0000718940,BCE,0000743988-21-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/718940/000074398821000016/0000743988-21-000016.txt
1395064,0001395064,TAK,0000743988-21-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/1395064/000074398821000016/0000743988-21-000016.txt
1471055,0001471055,BSBR,0000743988-21-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/1471055/000074398821000016/0000743988-21-000016.txt
1565025,0001565025,ABEV,0000743988-21-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/1565025/000074398821000016/0000743988-21-000016.txt
1222333,0001222333,GLD,0001193125-21-340496,10-K,2021,https://www.sec.gov/Archives/edgar/data/1222333/000119312521340496/0001193125-21-340496.txt
1811210,0001811210,LCID,0001104659-21-036537,10-K,2020,https://www.sec.gov/Archives/edgar/data/1811210/000110465921036537/0001104659-21-036537.txt
1571996,0001571996,DELL,0001571996-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1571996/000157199621000007/0001571996-21-000007.txt
312069,0000312069,BCS,0001571996-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/312069/000157199621000007/0001571996-21-000007.txt
1116578,0001116578,PUK,0001571996-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1116578/000157199621000007/0001571996-21-000007.txt
311337,0000311337,SU,0001571996-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/311337/000157199621000007/0001571996-21-000007.txt
1585521,0001585521,ZM,0001585521-21-000048,10-K,2020,https://www.sec.gov/Archives/edgar/data/1585521/000158552121000048/0001585521-21-000048.txt
842180,0000842180,BBVA,0001585521-21-000048,10-K,2020,https://www.sec.gov/Archives/edgar/data/842180/000158552121000048/0001585521-21-000048.txt
1725964,0001725964,NTR,0001585521-21-000048,10-K,2020,https://www.sec.gov/Archives/edgar/data/1725964/000158552121000048/0001585521-21-000048.txt
1535527,0001535527,CRWD,0001535527-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000007/0001535527-21-000007.txt
1086888,0001086888,MFC,0001535527-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1086888/000153552721000007/0001535527-21-000007.txt
717826,0000717826,ERIC,0001535527-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/717826/000153552721000007/0001535527-21-000007.txt
1397187,0001397187,LULU,0001397187-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000009/0001397187-21-000009.txt
1834584,0001834584,CPNG,0001397187-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1834584/000139718721000009/0001397187-21-000009.txt
1315098,0001315098,RBLX,0001397187-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1315098/000139718721000009/0001397187-21-000009.txt
932787,0000932787,STM,0001397187-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/932787/000139718721000009/0001397187-21-000009.txt
1671933,0001671933,TTD,0001564590-22-005385,10-K,2021,https://www.sec.gov/Archives/edgar/data/1671933/000156459022005385/0001564590-22-005385.txt
1858681,0001858681,APO,0001564590-22-005385,10-K,2021,https://www.sec.gov/Archives/edgar/data/1858681/000156459022005385/0001564590-22-005385.txt
1123799,0001123799,WIT,0001564590-22-005385,10-K,2021,https://www.sec.gov/Archives/edgar/data/1123799/000156459022005385/0001564590-22-005385.txt
1160330,0001160330,BBD,0001564590-22-005385,10-K,2021,https://www.sec.gov/Archives/edgar/data/1160330/000156459022005385/0001564590-22-005385.txt
1713683,0001713683,ZS,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/1713683/000171368321000175/0001713683-21-000175.txt
849395,0000849395,CRH,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/849395/000171368321000175/0001713683-21-000175.txt
1736541,0001736541,NIO,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/1736541/000171368321000175/0001713683-21-000175.txt
1167379,0001167379,ALC,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/1167379/000171368321000175/0001713683-21-000175.txt
756894,0000756894,GOLD,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/756894/000171368321000175/0001713683-21-000175.txt
1776985,0001776985,BNTX,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/1776985/000171368321000175/0001713683-21-000175.txt
844150,0000844150,NWG,0001713683-21-000175,10-K,2021,https://www.sec.gov/Archives/edgar/data/844150/000171368321000175/0001713683-21-000175.txt
1477333,0001477333,NET,0001477333-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1477333/000147733321000009/0001477333-21-000009.txt
1335730,0001335730,MFG,0001477333-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1335730/000147733321000009/0001477333-21-000009.txt
1404912,0001404912,KKR,0001404912-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1404912/000140491221000008/0001404912-21-000008.txt
1393052,0001393052,VEEV,0001393052-21-000015,10-K,2020,https://www.sec.gov/Archives/edgar/data/1393052/000139305221000015/0001393052-21-000015.txt
1447669,0001447669,TWLO,0001447669-21-000070,10-K,2020,https://www.sec.gov/Archives/edgar/data/1447669/000144766921000070/0001447669-21-000070.txt
1278680,0001278680,IAU,0001437749-21-004602,10-K,2020,https://www.sec.gov/Archives/edgar/data/1278680/000143774921004602/0001437749-21-004602.txt
868675,0000868675,TU,0001437749-21-004602,10-K,2020,https://www.sec.gov/Archives/edgar/data/868675/000143774921004602/0001437749-21-004602.txt
1552000,0001552000,MPLX,0001552000-21-000017,10-K,2020,https://www.sec.gov/Archives/edgar/data/1552000/000155200021000017/0001552000-21-000017.txt
1810997,0001810997,XPEV,0001552000-21-000017,10-K,2020,https://www.sec.gov/Archives/edgar/data/1810997/000155200021000017/0001552000-21-000017.txt
1132924,0001132924,CHT,0001552000-21-000017,10-K,2020,https://www.sec.gov/Archives/edgar/data/1132924/000155200021000017/0001552000-21-000017.txt
1792789,0001792789,DASH,0001628280-21-004032,10-K,2020,https://www.sec.gov/Archives/edgar/data/1792789/000162828021004032/0001628280-21-004032.txt
1159508,0001159508,DB,0001628280-21-004032,10-K,2020,https://www.sec.gov/Archives/edgar/data/1159508/000162828021004032/0001628280-21-004032.txt
1832433,0001832433,FERG,0001628280-21-004032,10-K,2020,https://www.sec.gov/Archives/edgar/data/1832433/000162828021004032/0001628280-21-004032.txt
1038143,0001038143,ORAN,0001628280-21-004032,10-K,2020,https://www.sec.gov/Archives/edgar/data/1038143/000162828021004032/0001628280-21-004032.txt
1276187,0001276187,ET,0001276187-22-000020,10-K,2021,https://www.sec.gov/Archives/edgar/data/1276187/000127618722000020/0001276187-22-000020.txt
1475260,0001475260,CVE,0001276187-22-000020,10-K,2021,https://www.sec.gov/Archives/edgar/data/1475260/000127618722000020/0001276187-22-000020.txt
1318220,0001318220,WCN,0001558370-22-001308,10-K,2021,https://www.sec.gov/Archives/edgar/data/1318220/000155837022001308/0001558370-22-001308.txt
1097362,0001097362,SLF,0001558370-22-001308,10-K,2021,https://www.sec.gov/Archives/edgar/data/1097362/000155837022001308/0001558370-22-001308.txt
1810806,0001810806,U,0001810806-21-000052,10-K,2020,https://www.sec.gov/Archives/edgar/data/1810806/000181080621000052/0001810806-21-000052.txt
1639920,0001639920,SPOT,0001810806-21-000052,10-K,2020,https://www.sec.gov/Archives/edgar/data/1639920/000181080621000052/0001810806-21-000052.txt
49938,0000049938,IMO,0001193125-21-054626,10-K,2020,https://www.sec.gov/Archives/edgar/data/49938/000119312521054626/0001193125-21-054626.txt
924613,0000924613,NOK,0001193125-21-054626,10-K,2020,https://www.sec.gov/Archives/edgar/data/924613/000119312521054626/0001193125-21-054626.txt
1444406,0001444406,EC,0001193125-21-054626,10-K,2020,https://www.sec.gov/Archives/edgar/data/1444406/000119312521054626/0001193125-21-054626.txt
1381197,0001381197,IBKR,0001381197-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1381197/000138119721000008/0001381197-21-000008.txt
1001807,0001001807,TLK,0001381197-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1001807/000138119721000008/0001381197-21-000008.txt
3570,0000003570,LNG,0000003570-21-000039,10-K,2020,https://www.sec.gov/Archives/edgar/data/3570/000000357021000039/0000003570-21-000039.txt
1660134,0001660134,OKTA,0001660134-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1660134/000166013421000007/0001660134-21-000007.txt
1791706,0001791706,LI,0001660134-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1791706/000166013421000007/0001660134-21-000007.txt
313216,0000313216,PHG,0001660134-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/313216/000166013421000007/0001660134-21-000007.txt
1441816,0001441816,MDB,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/1441816/000144181621000051/0001441816-21-000051.txt
814052,0000814052,TEF,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/814052/000144181621000051/0001441816-21-000051.txt
1038683,0001038683,RYAAY,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/1038683/000144181621000051/0001441816-21-000051.txt
1456346,0001456346,FNV,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/1456346/000144181621000051/0001441816-21-000051.txt
1243429,0001243429,MT,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/1243429/000144181621000051/0001441816-21-000051.txt
1061736,0001061736,FMX,0001441816-21-000051,10-K,2020,https://www.sec.gov/Archives/edgar/data/1061736/000144181621000051/0001441816-21-000051.txt
1321655,0001321655,PLTR,0001193125-21-060650,10-K,2020,https://www.sec.gov/Archives/edgar/data/1321655/000119312521060650/0001193125-21-060650.txt
1751008,0001751008,APP,0001193125-21-060650,10-K,2020,https://www.sec.gov/Archives/edgar/data/1751008/000119312521060650/0001193125-21-060650.txt
1611983,0001611983,LBRDA,0001558370-21-002026,10-K,2020,https://www.sec.gov/Archives/edgar/data/1611983/000155837021002026/0001558370-21-002026.txt
733099,0000733099,RCI,0001558370-21-002026,10-K,2020,https://www.sec.gov/Archives/edgar/data/733099/000155837021002026/0001558370-21-002026.txt
1650107,0001650107,CCEP,0001558370-21-002026,10-K,2020,https://www.sec.gov/Archives/edgar/data/1650107/000155837021002026/0001558370-21-002026.txt
1057352,0001057352,CSGP,0001057352-21-000032,10-K,2020,https://www.sec.gov/Archives/edgar/data/1057352/000105735221000032/0001057352-21-000032.txt
1404655,0001404655,HUBS,0000950170-22-001221,10-K,2021,https://www.sec.gov/Archives/edgar/data/1404655/000095017022001221/0000950170-22-001221.txt
16988,0000016988,CAJ,0000950170-22-001221,10-K,2021,https://www.sec.gov/Archives/edgar/data/16988/000095017022001221/0000950170-22-001221.txt
1004980,0001004980,PCG,0001004980-22-000009,10-K,2021,https://www.sec.gov/Archives/edgar/data/1004980/000100498022000009/0001004980-22-000009.txt
1097864,0001097864,ON,0001628280-22-002416,10-K,2021,https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/0001628280-22-002416.txt
1690820,0001690820,CVNA,0001690820-21-000069,10-K,2020,https://www.sec.gov/Archives/edgar/data/1690820/000169082021000069/0001690820-21-000069.txt
1677250,0001677250,ZTO,0001690820-21-000069,10-K,2020,https://www.sec.gov/Archives/edgar/data/1677250/000169082021000069/0001690820-21-000069.txt
1687229,0001687229,INVH,0001687229-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/1687229/000168722921000005/0001687229-21-000005.txt
908937,0000908937,SIRI,0000908937-22-000007,10-K,2021,https://www.sec.gov/Archives/edgar/data/908937/000090893722000007/0000908937-22-000007.txt
1786352,0001786352,BILL,0001564590-21-046383,10-K,2021,https://www.sec.gov/Archives/edgar/data/1786352/000156459021046383/0001564590-21-046383.txt
1805284,0001805284,RKT,0001805284-21-000010,10-K,2020,https://www.sec.gov/Archives/edgar/data/1805284/000180528421000010/0001805284-21-000010.txt
1070304,0001070304,IX,0001805284-21-000010,10-K,2020,https://www.sec.gov/Archives/edgar/data/1070304/000180528421000010/0001805284-21-000010.txt
1261333,0001261333,DOCU,0001261333-21-000059,10-K,2020,https://www.sec.gov/Archives/edgar/data/1261333/000126133321000059/0001261333-21-000059.txt
926042,0000926042,TTM,0001261333-21-000059,10-K,2020,https://www.sec.gov/Archives/edgar/data/926042/000126133321000059/0001261333-21-000059.txt
1033767,0001033767,UMC,0001261333-21-000059,10-K,2020,https://www.sec.gov/Archives/edgar/data/1033767/000126133321000059/0001261333-21-000059.txt
1125259,0001125259,CUK,0001261333-21-000059,10-K,2020,https://www.sec.gov/Archives/edgar/data/1125259/000126133321000059/0001261333-21-000059.txt
1383650,0001383650,CQP,0001383650-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/1383650/000138365021000005/0001383650-21-000005.txt
749098,0000749098,MGA,0001383650-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/749098/000138365021000005/0001383650-21-000005.txt
1060736,0001060736,SGEN,0001060736-22-000016,10-K,2021,https://www.sec.gov/Archives/edgar/data/1060736/000106073622000016/0001060736-22-000016.txt
1794515,0001794515,ZI,0001794515-21-000061,10-K,2020,https://www.sec.gov/Archives/edgar/data/1794515/000179451521000061/0001794515-21-000061.txt
1766502,0001766502,CHWY,0001766502-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1766502/000176650221000008/0001766502-21-000008.txt
912593,0000912593,SUI,0000912593-21-000054,10-K,2020,https://www.sec.gov/Archives/edgar/data/912593/000091259321000054/0000912593-21-000054.txt
1492426,0001492426,HZNP,0001564590-21-007818,10-K,2020,https://www.sec.gov/Archives/edgar/data/1492426/000156459021007818/0001564590-21-007818.txt
1651308,0001651308,BGNE,0001651308-21-000039,10-K,2020,https://www.sec.gov/Archives/edgar/data/1651308/000165130821000039/0001651308-21-000039.txt
1434265,0001434265,GMAB,0001651308-21-000039,10-K,2020,https://www.sec.gov/Archives/edgar/data/1434265/000165130821000039/0001651308-21-000039.txt
1673358,0001673358,YUMC,0001564590-21-009460,10-K,2020,https://www.sec.gov/Archives/edgar/data/1673358/000156459021009460/0001564590-21-009460.txt
1722482,0001722482,AVTR,0001722482-22-000030,10-K,2020,https://www.sec.gov/Archives/edgar/data/1722482/000172248222000030/0001722482-22-000030.txt
1428439,0001428439,ROKU,0001428439-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1428439/000142843922000010/0001428439-22-000010.txt
1666175,0001666175,FTS,0001428439-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1666175/000142843922000010/0001428439-22-000010.txt
1159510,0001159510,CS,0001428439-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1159510/000142843922000010/0001428439-22-000010.txt
1567094,0001567094,CNHI,0001428439-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1567094/000142843922000010/0001428439-22-000010.txt
732834,0000732834,CLR,0000732834-22-000006,10-K,2021,https://www.sec.gov/Archives/edgar/data/732834/000073283422000006/0000732834-22-000006.txt
1445930,0001445930,KB,0000732834-22-000006,10-K,2021,https://www.sec.gov/Archives/edgar/data/1445930/000073283422000006/0000732834-22-000006.txt
1060955,0001060955,ICLR,0000732834-22-000006,10-K,2021,https://www.sec.gov/Archives/edgar/data/1060955/000073283422000006/0000732834-22-000006.txt
1061574,0001061574,GIB,0000732834-22-000006,10-K,2021,https://www.sec.gov/Archives/edgar/data/1061574/000073283422000006/0000732834-22-000006.txt
1353283,0001353283,SPLK,0001353283-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1353283/000135328321000009/0001353283-21-000009.txt
1734722,0001734722,PATH,0001353283-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/1734722/000135328321000009/0001353283-21-000009.txt
1319161,0001319161,WMG,0001319161-21-000036,10-K,2021,https://www.sec.gov/Archives/edgar/data/1319161/000131916121000036/0001319161-21-000036.txt
1552033,0001552033,TRU,0001552033-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1552033/000155203321000008/0001552033-21-000008.txt
1758730,0001758730,TW,0001758730-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1758730/000175873021000007/0001758730-21-000007.txt
1323404,0001323404,WPM,0001758730-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1323404/000175873021000007/0001758730-21-000007.txt
1333141,0001333141,FMS,0001758730-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1333141/000175873021000007/0001758730-21-000007.txt
1402436,0001402436,SSNC,0001564590-21-008862,10-K,2020,https://www.sec.gov/Archives/edgar/data/1402436/000156459021008862/0001564590-21-008862.txt
886986,0000886986,TECK,0001564590-21-008862,10-K,2020,https://www.sec.gov/Archives/edgar/data/886986/000156459021008862/0001564590-21-008862.txt
1269238,0001269238,TCOM,0001564590-21-008862,10-K,2020,https://www.sec.gov/Archives/edgar/data/1269238/000156459021008862/0001564590-21-008862.txt
1560385,0001560385,LSXMA,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/0001558370-21-001967.txt
1787425,0001787425,XP,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1787425/000155837021001967/0001558370-21-001967.txt
1406234,0001406234,BIP,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1406234/000155837021001967/0001558370-21-001967.txt
1041668,0001041668,ZNH,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1041668/000155837021001967/0001558370-21-001967.txt
806968,0000806968,WPP,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/806968/000155837021001967/0001558370-21-001967.txt
1041792,0001041792,ELP,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1041792/000155837021001967/0001558370-21-001967.txt
909037,0000909037,SQM,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/909037/000155837021001967/0001558370-21-001967.txt
1546066,0001546066,PBA,0001558370-21-001967,10-K,2020,https://www.sec.gov/Archives/edgar/data/1546066/000155837021001967/0001558370-21-001967.txt
1618756,0001618756,QSR,0001618756-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1618756/000161875621000007/0001618756-21-000007.txt
1179929,0001179929,MOH,0001179929-22-000025,10-K,2021,https://www.sec.gov/Archives/edgar/data/1179929/000117992922000025/0001179929-22-000025.txt
947484,0000947484,ACGL,0000947484-21-000028,10-K,2020,https://www.sec.gov/Archives/edgar/data/947484/000094748421000028/0000947484-21-000028.txt
889132,0000889132,PKX,0000947484-21-000028,10-K,2020,https://www.sec.gov/Archives/edgar/data/889132/000094748421000028/0000947484-21-000028.txt
1178670,0001178670,ALNY,0001178670-22-000013,10-K,2021,https://www.sec.gov/Archives/edgar/data/1178670/000117867022000013/0001178670-22-000013.txt
1161611,0001161611,ACH,0001178670-22-000013,10-K,2021,https://www.sec.gov/Archives/edgar/data/1161611/000117867022000013/0001178670-22-000013.txt
1705696,0001705696,VICI,0001705696-21-000030,10-K,2020,https://www.sec.gov/Archives/edgar/data/1705696/000170569621000030/0001705696-21-000030.txt
1002517,0001002517,NUAN,0001002517-21-000052,10-K,2021,https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/0001002517-21-000052.txt
46619,0000046619,HEI,0000046619-21-000085,10-K,2021,https://www.sec.gov/Archives/edgar/data/46619/000004661921000085/0000046619-21-000085.txt
1263043,0001263043,SHG,0000046619-21-000085,10-K,2021,https://www.sec.gov/Archives/edgar/data/1263043/000004661921000085/0000046619-21-000085.txt
1015922,0001015922,CHKP,0000046619-21-000085,10-K,2021,https://www.sec.gov/Archives/edgar/data/1015922/000004661921000085/0000046619-21-000085.txt
1634997,0001634997,AGR,0001634997-21-000024,10-K,2020,https://www.sec.gov/Archives/edgar/data/1634997/000163499721000024/0001634997-21-000024.txt
1101302,0001101302,ENTG,0001101302-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1101302/000110130222000010/0001101302-22-000010.txt
1747748,0001747748,XM,0001101302-22-000010,10-K,2021,https://www.sec.gov/Archives/edgar/data/1747748/000110130222000010/0001101302-22-000010.txt
