ticker,beta,trailingPE,priceToSalesTrailing12Months,priceToBook,trailingPegRatio,debtToEquity,returnOnEquity
ONEM,1.699101,,3.9111965,1.13319,,33.577,-0.14394
ADPT,0.349274,,12.688488,2.852814,,17.367,-0.26709
ME,,,7.2461567,2.506173,,13.449,
KYMR,,,27.57029,4.0038195,,3.817,-0.20313999
ATSG,0.588264,13.302208,1.3408465,1.9522831,,103.037,0.21028
STEP,,5.5618725,1.4637299,2.7115602,,7.491,0.45223
CNK,2.457142,,2.2259815,6.7605095,,1259.98,-1.0025
OPK,1.865241,26.694916,1.1489047,1.2157468,,13.837,0.0448
FLGT,1.338063,2.9444795,1.6158509,1.614351,,2.742,0.92393
IDCC,1.024415,63.851418,4.955406,2.7677965,,57.311,0.025339998
RCUS,0.969512,,6.638148,4.6810713,,13.891,0.07863
EVRI,2.787532,33.862278,3.4324734,28.20449,,1375.607,2.25346
UE,1.688798,27.459381,5.674013,2.2536066,,162.235,0.081949994
TRMK,0.909,11.6280775,2.9211895,1.1172316,,,0.084630005
RNST,1.185974,11.860928,3.0090952,0.9060555,,,0.07909
CBZ,0.722526,25.827768,1.8779669,2.787464,,50.944,0.111820005
LGND,1.030129,24.95304,6.1431026,2.0771098,,40.718,0.09049
FCPT,0.930055,24.777777,10.8181505,2.362914,,103.922,0.10068
PRAA,1.312727,11.430403,1.7478093,1.4125512,,181.954,0.14496
NKTR,1.17974,,19.492867,2.4407094,,18.272,-0.5023
BGS,0.387012,23.484022,0.9802621,2.3540902,,296.696,0.10077
ZUO,2.157245,,5.2813177,9.845288,,34.669,-0.47719002
KN,1.391688,23.529413,2.2744162,1.4597554,,14.53,0.06629
SAH,2.372987,7.425674,0.18359557,2.1924608,,198.847,0.34818
NXRT,1.043081,,10.497846,5.4711924,,379.616,-0.049590003
BLMN,2.050389,17.312223,0.5396998,12.974613,,1336.529,1.6273599
LKFN,0.754805,21.350706,9.197002,2.9739642,,,0.14551
CUBI,1.595844,7.9591565,2.7600548,1.7365762,,,0.25697002
PRGS,1.162597,24.771852,3.8466873,4.9790053,,150.873,0.21219
SBH,1.448035,8.433333,0.50715727,7.1010423,,691.385,1.3241
EVBG,0.76,,4.1600733,3.5582407,,169.965,-0.33772
GBT,1.216623,,10.203377,5.950292,,74.587,-0.72410005
CRSR,,19.638351,1.1298381,4.095054,,57.69,0.25776
SMCI,1.36,20.235462,0.56187487,1.8988141,,26.799,0.10038
SAVA,0.49922,,,5.550404,,0.097,-0.1429
PLAY,1.996958,81.6105,1.9579836,8.545098,,735.615,0.115609996
EPC,0.955397,17.443398,0.9658117,1.2690896,,83.229,0.07755
BPMP,1.176649,11.022727,14.619878,14.477611,,187.465,0.69225997
LNTH,1.307653,,8.670623,6.7655826,,35.619,-0.06807
VBTX,1.586416,16.402819,6.066749,1.5173472,,,0.0979
BALY,2.306973,23.27297,2.1127393,1.1775886,,234.363,0.08647
NOVA,2.061747,,9.916724,1.9446437,,205.627,-0.19576
JACK,1.784415,11.44369,1.5496341,,,,
VRTS,1.538538,9.345385,1.8186126,2.1923516,,27.996,0.2938
SJW,0.474888,34.756615,3.4152536,1.9576231,,154.181,0.06197
NOG,2.434805,,2.910808,,,,
EGBN,0.992541,10.972017,4.9225435,1.4298053,,,0.13635
CRTO,0.994032,18.556763,0.8248409,1.6728361,,10.86,0.098979995
CTOS,0.187476,,2.1522868,2.2407835,,190.209,-0.44442
INT,1.158961,30.761246,0.06636529,0.8696928,,26.733,0.028670002
FRG,1.768831,8.394,0.57774633,2.6409514,,273.091,0.12302
PTVE,,7.192846,0.322433,1.3551128,,372.158,0.01731
EAT,2.659401,13.51587,0.5065853,,,,
ESE,1.061298,29.615702,2.6147168,1.8317275,,21.193,0.06418
HLMN,,,1.3245193,1.6800559,,92.312,-0.08319
MMI,0.832207,19.153194,1.8771538,3.1207275,,12.766,0.18051
CYRX,0.873289,,7.821825,2.4580562,,20.971,-0.070300005
CRS,1.912978,,1.1880436,1.3526654,,56.38,-0.106300004
HNI,0.94961,23.48467,0.8093586,2.7565923,,43.264,0.12326
BKE,0.921038,7.6563807,1.4831876,3.4180398,,55.738,0.48855
MGRC,0.831688,21.121693,3.281644,2.7172174,,64.492,0.13454
PFS,0.970389,10.656475,3.8645935,1.0810565,,,0.10435
CMP,1.570909,,1.3592495,7.0221906,,319.14,0.17011999
ARI,1.35948,9.425367,5.51088,0.8157943,,228.727,0.09646
STC,1.135753,5.9743686,0.53467745,1.4632682,,48.883,0.29472
LMND,,,11.637444,1.1976013,,,-0.25343
AMCX,1.100259,5.665156,0.58795553,2.1447315,,257.28,0.31237
REGI,0.775584,15.250186,1.058187,1.8381492,,34.113,0.13175
TWO,1.666832,4.5688887,3.8729906,0.793945,,326.262,0.0642
NWBI,0.577662,11.376812,3.20681,1.1446857,,,0.1025
COMM,1.678961,,0.21763408,,,1011.237,-0.31203
IVT,-9.008831,300,9.328283,1.1731068,,30.289,0.00385
GDOT,0.902857,41.93182,1.0150254,1.3052046,,,0.032509997
DEA,0.446528,71.12957,6.8704767,1.5186552,,74.299,0.02157
VGR,1.178701,8.546816,0.85659194,,,,
MGNI,2.246233,286.44443,4.366329,1.9374719,,90.556,0.00892
RILY,1.37922,3.393472,1.1419585,2.5741801,,285.121,0.74414
IRWD,1.201038,3.4041898,4.375319,3.113553,,81.065,1.8103
GCMG,0.026326,50,3.9631925,,,,
PING,,,5.788976,2.2894359,,41.914,-0.08806
USNA,0.853804,13.554741,1.456119,4.3701077,,,0.27846
AMK,1.123012,473.06125,3.4260058,1.719457,,14.969,0.00365
ARCH,0.931428,75.948845,1.3129933,5.480989,,139.482,0.08315
CASH,0.874805,12.823208,3.4470208,2.0419002,,,0.16955
MGPI,1.238961,22.611692,3.2112901,2.9272733,,41.254,0.16332
LC,2.128311,,2.9347663,2.1187701,,79.327,-0.04833
ARLP,1.712083,11.9951725,1.2079659,1.6199478,,36.756,0.15555
STAR,0.72987,22.537455,2.7957525,1.9430094,,327.704,0.10882
PI,2.322597,,9.368749,17.739202,,113.1,-0.47269002
GSAT,0.078441,,18.51399,5.9069767,,83.058,-0.26549
XPER,0.750372,12.85061,1.6062865,1.2812524,,61.849,0.10155
MTRN,1.370462,28.522034,1.1384246,2.4658577,,74.105,0.10533
CYH,1.729853,3.8545327,0.11826545,,,,
TVTX,0.788662,,7.3895464,5.300774,,84.589,-0.82177
SKT,1.803852,,4.066537,3.8536475,,312.736,-0.00929
ISEE,1.322077,,,7.1329956,,0.797,-0.48481998
ICFI,0.66599,23.272295,1.0348684,2.0930898,,51.774,0.09473
FCEL,4.734545,,29.983034,3.247717,,13.872,-0.21053
INFN,1.048831,,1.3915187,5.620754,,162.736,-0.42824
CRNC,2.622764,27.666666,3.2741282,1.1927484,,28.081,0.046079997
MEI,1.184415,14.045016,1.3800488,1.7761874,,26.754,0.13507
NBTB,0.642597,11.1213875,3.4552486,1.343294,,,0.12607999
NSTG,1.731428,,12.167834,8.484987,,126.32,-0.72252
VCEL,1.984584,8158.0005,12.414324,12.168855,,32.438,0.00158
HMN,0.602597,11.633968,1.2746838,0.9586605,,21.632,0.085489996
RES,1.986493,,2.729436,3.1836598,,7.078,-0.02422
EGHT,1.038786,,2.3428512,9.167286,,450.675,-1.22874
TPTX,0.8693,,44.329166,1.342928,,0.628,-0.23908001
PRTA,1.224415,21.13577,7.552411,3.0721064,,2.804,0.1984
PATK,2.2,8.217878,0.45392728,2.4289865,,178.077,0.33126
WMK,0.163116,16.891548,0.43079436,1.4790459,,16.982,0.09024999
ALG,0.990551,24.665405,1.3297462,2.4435887,,44.941,0.10656
AGIO,1.479363,1.2877755,,1.260445,,7.515,-0.42154
KRO,1.214545,19.05303,0.9383036,2.1211696,,58.759,0.11271
GVA,1.407792,43.383232,0.3646721,1.3480324,,37.64,0.028369999
CODI,1.764318,32.12283,0.82316786,2.1422846,,102.846,0.03281
SKLZ,,,3.129133,1.5237545,,0.562,-0.39806
ROCK,0.992207,27.886597,1.2523887,1.9531468,,8.903,0.10549
SUPN,1.091994,20.086206,2.8546834,1.9875329,,51.569,0.107609995
NVEE,0.966185,47.831326,2.7901256,3.1374598,,35.436,0.073359996
PHR,1.432024,,7.6201477,3.2715497,,2.613,-0.21937001
IMKTA,0.546376,6.965436,0.33766252,1.7129004,,64.28,0.27708
RPAY,1.050226,,7.3573422,1.6149379,,47.629,-0.063990004
SNBR,1.735584,8.149707,0.64018524,,,,
KRYS,0.986956,,,3.231289,,1.985,-0.16379999
DOMO,2.689642,,6.1900654,,,,
WABC,0.621298,18.246735,7.4041357,1.9252965,,,0.10655
SKYW,1.868051,22.075783,0.5345209,0.5969484,,142.125,0.027490001
KALU,1.218449,,0.7364499,2.1216698,,151.609,-0.01986
FBNC,1.255064,11.663606,5.255785,1.3637061,,,0.12015
XENE,1.875324,,81.65923,5.3553777,,1.303,-0.30462
BGCP,2.077573,39.739132,0.86060977,2.748046,,216.471,0.07209
ESRT,1.091948,,2.7925456,1.5877253,,126.58,-0.00477
USAC,2.023885,,2.7242067,10.94328,,345.155,0.01475
BBBY,1.58528,,0.20066983,1.801269,,552.783,-0.40076
SFIX,1.794216,,0.5782273,2.648329,,35.499,-0.04463
HCC,1.113171,,1.8511951,2.666387,,44.939,0.18892999
FCF,1.085714,11.9015665,4.0558085,1.3618909,,,0.118190005
XPRO,,,2.5942059,1.6663253,,15.29,
MYRG,1.036363,19.213482,0.63318413,3.1395347,,5.336,0.18229
LZB,1.042597,10.376569,0.6250853,1.6922551,,46.089,0.17291
RVMD,,,46.70798,2.098096,,4.981,-0.29497
BUSE,0.989356,12.547945,3.7383657,1.1508019,,,0.09415
SHYF,1.501818,26.565918,1.6478331,5.9302325,,20.27,0.25869
GDEN,2.753246,13.5415125,1.5562027,5.198364,,405.415,0.51326
KFRC,1.174025,21.278152,1.022966,7.7749276,,62.86,0.40480998
BAND,0.452918,,1.5580406,1.7337861,,116.02,-0.10536
NE,,,2.2479916,1.2917143,,29.707,-1.33857
PJT,0.923116,14.340303,1.4444685,18.62941,,27.324,0.32481
CCO,2.413227,,0.84458363,,,,
FRTA,2.202386,14.55837,0.8931294,5.41217,,381.666,0.49043
MORF,1.258722,,87.417076,4.0212812,,,-0.3825
CFFN,0.293883,19.946428,7.2201138,1.2194324,,,0.06367
STEM,,,13.125924,1.9368855,,16.492,-0.5984
MODV,0.590129,72.779175,0.89255536,4.0258884,,252.321,0.05471
AIR,1.730482,21.40791,0.9052766,1.5468768,,16.256,0.08156
KRA,2.171428,14.874759,0.7986395,2.0445817,,128.036,0.14864999
KAR,1.110129,,0.9776788,1.4478656,,174.131,0.02104
HCAT,0.750189,,6.0256042,2.5195959,,36.795,-0.34692
ECOL,1.137662,,1.5491585,2.4143531,,133.463,-0.13947
CLDX,2.773744,,180.04362,3.3401003,,0.705,-0.21677999
BHLB,,13.600532,3.435914,1.2498474,,,0.10012999
CWH,3.071168,10.827633,0.21290243,7.0371194,,891.643,3.91771
TREE,1.512207,111.63865,1.3338726,3.285926,,172.297,0.041890003
SNEX,1.203636,13.236935,0.035709437,1.6661916,,858.982,0.13916
GES,2.133806,8.1996975,0.57727957,2.2527018,,177.398,0.31646
ZGNX,1.17922,,23.124567,6.5486283,,74.267,-0.75094
TGI,3.117402,,0.9670888,,,,
AVNS,0.852467,,2.2581334,1.3150371,,16.309,-0.040749997
GNL,1.106414,,3.9404836,0.9260642,,150.769,0.00715
LRN,0.393833,25.913727,0.8834703,1.8556585,,79.759,0.09472
FGEN,0.825957,,4.299552,3.74502,,34.847,-0.52593
OXM,1.704415,15.733953,1.3976339,3.000034,,53.438,0.20493001
GPRE,1.727792,,0.6850388,1.7654198,,69.898,-0.086789995
MDGL,1.151168,,,6.68868,,0.382,-0.90136003
SCHL,0.815064,39.67712,1.0159844,1.2295597,,7.645,0.03144
WISH,,,0.4890772,1.5084227,,3.136,-2.29474
OSIS,0.701298,17.874533,1.2483249,2.3455758,,55.151,0.14186
CLNE,1.889001,,6.8419285,2.187687,,9.886,-0.14769
NWN,0.510691,18.67302,2.040302,1.8918266,,156.687,0.09625
LADR,2.218701,80.77465,9.363797,0.957509,,212.589,0.01203
EB,2.934057,,8.449837,7.629382,,214.372,-0.57908
OII,3.322077,,0.8194426,2.7568462,,167.092,-0.06404
ALLO,0.822263,,31.886093,1.2630342,,5.554,-0.24006
WRLD,1.505828,14.174213,2.3624568,2.8062043,,157.668,0.22278
GOEV,0.038989,,Infinity,2.6931,,3.206,-0.70858
GEL,2.464935,,0.7470007,2.4364364,,193.388,-0.088
GOGO,1.043636,,5.537942,,,,
CRON,1.401257,,21.663574,0.75153726,,0.463,-0.08923
ILPT,1.044727,15.25,6.606052,1.4820408,,100.397,0.09319
TNC,1.043116,24.958836,1.3435932,3.3153865,,66.509,0.14194
PRIM,1.258701,10.928603,0.3825155,1.3734449,,87.995,0.1421
CDXS,1.70164,,13.977634,7.7569017,,28.988,-0.12722999
MBUU,1.727792,12.683282,1.4543575,3.62936,,33.491,0.34662998
VVNT,,,1.0668397,,,,
ELF,2.020885,75.68915,3.5369034,4.566525,,39.008,0.07083
BCYC,-0.015959,,110.56724,6.6347017,,19.361,-0.47233
NBHC,0.971428,13.663492,4.1353927,1.5353334,,,0.119219996
VRTV,2.232133,16.564053,0.26418257,3.0896592,,163.457,0.21570998
MRTN,0.917402,18.83505,1.6222711,2.4048967,,0.106,0.12597999
HEES,2.165714,43.950104,1.261444,5.8116837,,545.363,0.11984
ARGO,0.908051,13.363837,0.6951232,0.8467798,,29.54,0.06455
HLLY,,,2.412236,4.913106,,180.075,
OFG,1.383376,10.8368845,2.6591845,1.3266612,,,0.12859
MLAB,0.334545,267.07242,9.306947,3.3284075,,42.4,0.01286
VECO,,84.61539,2.4763782,3.3059762,,59.93,0.061550003
FFIE,,,,,,,
GPRO,1.092752,3.7686896,1.1854903,2.4079797,,51.237,1.03986
TRS,0.724017,20.74004,1.6803312,2.2867703,,70.331,0.11632
PLYA,2.025641,,3.6151657,2.440116,,187.929,-0.25956
DCOM,1.123669,18.257128,8.342786,1.2741196,,,0.06779
INVA,0.48,5.82872,3.3200867,3.087804,,79.769,0.77571
HSKA,1.545454,763.5417,6.2808137,3.60755,,24.486,0.00527
SBSI,0.570909,12.053417,5.28788,1.542958,,,0.13312
AVID,1.222857,44.82566,3.6616313,,,,
ECVT,0.833259,,1.2535225,2.0832527,,129.558,-0.15425
SVC,2.328831,,1.0033875,0.76908594,,407.117,-0.24203
AOSL,2.560914,19.954058,1.9855908,3.4289474,,35.806,0.13914
CDE,1.777662,,1.3912829,1.4587938,,58.281,-0.01175
DLX,1.554992,17.732073,0.7130341,2.4369748,,330.279,0.14444
MEG,,,2.5260546,7.9737844,,80.616,-0.07806
NYMT,1.900259,7.1656685,4.2525897,0.7499477,,103.243,0.101210006
GBX,1.368831,48.489582,0.86672616,1.1531982,,82.413,0.023340002
SCS,1.335584,123,0.5112845,1.610791,,84.333,0.0141900005
ACCD,,,4.026513,1.5050651,,35.534,-0.15853
AMRN,2.138874,,2.070756,1.9519706,,1.628,-0.00327
GIII,2.854545,8.106263,0.5212579,0.8924545,,47.77,0.1191
SUMO,,,5.653263,2.995857,,1.882,-0.25375998
SPNT,1.107906,3.6259348,0.55766153,0.4749151,,32.111,0.14255999
BV,1.407844,31.772726,0.5676171,1.0923581,,97.003,0.03496
AMRS,1.576827,,4.2160025,,,,
BRKL,0.683242,11.873699,4.18795,1.357075,,,0.11919
PLMR,-0.068768,56.80729,6.942118,3.986141,,,0.07401
RDNT,1.692467,36.31818,0.9877812,5.682788,,406.99,0.18441999
OCFC,0.93974,11.515464,3.387135,0.8771792,,,0.081
FDP,0.778701,13.738996,0.2977128,0.6967278,,35.566,0.048779998
CSR,0.955904,,7.5033054,2.2482479,,87.65,0.00242
PRO,1.599701,,5.5105433,77.25247,,9340.904,-1.34651
UVV,0.65987,14.322482,0.67336994,1.0766108,,60.295,0.082609996
PTGX,2.165714,,51.36799,3.7960954,,1.9,-0.43077
TCBK,0.607272,11.575885,3.8862915,1.3247397,,,0.12004
ALX,0.599087,17.60874,6.079844,6.6503706,,595.572,0.36549
ITOS,,86.89223,11.728535,3.2856328,,0.771,0.04167
CLB,,40.935143,2.6715457,8.020094,,155.442,0.17093
GPOR,,,1.2629126,,,1530.009,
ALEC,1.086444,,6.2247186,3.6671505,,14.475,-0.10184
CDMO,2.295489,140.73528,11.090754,23.06024,,357.828,0.27910998
SXI,1.205714,30.744682,1.9185168,2.5082686,,46.948,0.08899
ANDE,0.729985,18.016436,0.13982476,1.5451895,,79.118,0.07074
PUMP,3.11621,,1.7629333,1.6356286,,0.065,-0.08898
VLD,,,54.939182,10.689655,,24.531,
AROC,2.012671,52.47059,1.7492801,1.520109,,169.691,0.02915
NXGN,1.248311,,2.3599305,3.1521056,,5.958,-0.00945
ATRA,1.861632,,66.144684,2.6816757,,7.923,-0.98814005
CNOB,1.273993,10.664495,4.5643,1.3099145,,,0.12783
CNXN,0.697415,20.76033,0.47568965,1.9186559,,1.582,0.0971
GTY,0.856623,16.107613,8.332476,1.8168905,,84.311,0.11918
LPI,4.165737,,1.2017874,5.511123,,610.312,-1.29768
CMCO,1.151665,50.760044,1.5839113,1.8085107,,75.978,0.044120003
GFF,1.834285,15.92292,0.5839609,1.5976933,,148.035,0.094519995
POSH,,,3.24387,2.4140468,,,-0.37066
TVTY,2.395324,12.465176,3.2284741,10.442008,,300.296,2.05802
CHEF,2.296623,,0.8256661,3.5776536,,155.535,-0.14064
KREF,0.703876,9.715353,7.541977,1.0906805,,361.815,0.11035
ESTA,1.14451,,12.625412,24.255651,,87.346,-0.46071
PRA,0.362077,10.756411,1.3053197,0.95478344,,31.37,0.09175
BBIO,0.925448,,16.658226,,,,
TTMI,1.624415,16.364796,0.6157677,0.924618,,65.912,0.059310004
GSG,,5.087604,,,,,
HSC,1.941818,69.30481,0.47713953,1.4757459,,193.696,0.033889998
WULF,,,,15.72327,,1.473,
MYOV,2.723264,,8.169029,,,,
ENTA,0.52965,,14.283514,3.4564526,,1.711,-0.18478
UIS,0.433766,,0.67441094,,,,
ASTE,1.25922,26.616217,1.0492688,1.6913407,,0.136,0.06608
PLUS,1.304415,14.69781,0.8218319,2.2167423,,36.479,0.16209
DM,0.297872,,18.6326,1.1153064,,1.355,-0.27686
RCKT,1.472372,,,2.0859873,,4.629,-0.51062
ACEL,1.804994,82.01219,2.0512152,7.7077365,,199.804,0.10079
RWT,0.954805,4.1030684,2.0632508,0.86923915,,833.035,0.27157
AMTB,1.384418,22.170008,3.4525619,1.4771839,,,0.13658
NGM,1.804307,,15.401987,3.3333333,,,-0.38397
GIC,0.728332,16.653345,1.1727461,8.223976,,53.033,0.41195
BANC,1.640519,15.41112,4.62838,1.333243,,,0.09109
STBA,0.681253,10.898916,3.778527,1.020836,,,0.09345999
KROS,,,11661.912,5.3373313,,0.593,-0.35781
SCWX,1.022337,,2.4595592,2.062734,,3.818,-0.06146
SRCE,1.110129,10.561336,3.5715554,1.3259503,,,0.12534
POLY,1.872207,13.269411,0.6693646,506.60715,,69456.25,
ARRY,,,1.6127056,181.66667,,128.947,-0.104720004
TELL,2.322084,,29.978365,4.7837486,,17.411,-0.38204
AVYA,1.516275,,0.37120643,2.8154507,,584.674,-0.02934
AZZ,1.34654,16.484789,,1.9395378,,0.153,-0.22476
STSFF,,,7.95595,3.2812138,,135.718,-0.02816
QTRX,1.484548,,10.853181,2.5299077,,5.315,-0.1429
BRMK,,13.04762,9.435448,0.945371,,0.702,0.07289
RADI,0.149119,,13.810291,1.9350878,,187.797,-0.16724001
AXSM,2.218701,,,26.884377,,117.173,-1.4113001
CXW,1.080081,,0.5685266,0.79119897,,123.939,-0.07692
ATGE,1.018398,,0.8580602,0.89464784,,144.548,0.0152900005
BRSP,1.757184,,4.1499977,0.8043478,,217.375,-0.13588999
ATRI,0.082597,41.03187,8.330217,5.4651923,,,0.13531
BIG,2.189955,5.738521,0.18289961,1.0723634,,172.853,0.19593
KAMN,1.283636,377.3874,1.6222913,1.4825695,,25.444,0.00396
ASIX,1.759323,8.563669,0.74810773,2.114124,,49.172,0.28959998
CLOV,,,0.9632434,2.4304838,,6.907,-2.8328698
IMAX,1.588051,,5.919853,3.554893,,59.015,-0.09491
APOG,1.159148,,0.88393337,2.3789961,,46.099,-0.04428
MCB,1.260412,16.174223,6.766525,1.9520998,,,0.12267999
EVOP,1.608814,,2.2826786,,,175.131,0.044650003
SHEN,0.172326,0.92661697,4.019778,1.4918362,,8.648,0.022119999
NUVB,,,,1.341636,,,-0.17416
PAR,1.982595,,4.0174046,1.9863993,,58.617,-0.21346001
NCBS,,16.128653,6.90054,1.5738753,,,0.09846
HTLD,0.496623,15.161964,1.861849,1.6159929,,,0.10711
SCHN,1.605668,9.116139,0.46821317,1.6988404,,44.653,0.25875
VIVO,0.407792,15.790123,3.5013175,3.3786817,,20.142,0.24797001
CANO,,,0.60556114,2.7071824,,108.056,-0.18197
PFC,1.368311,8.84375,3.6402273,1.1155707,,,0.13219
BFLY,,,62.75876,1.8027064,,,-0.0923
GRBK,1.547488,7.5620914,0.974983,1.5318416,,45.431,0.23388
CSTL,0.591597,,13.223726,2.7717726,,,-0.1029
CCCC,,,31.950407,2.719961,,5.689,-0.36056
AMWL,,,4.0863347,0.7684488,,1.395,-0.13834
BLFS,1.601621,188.54962,10.6513815,2.0923338,,5.769,0.01393
ICHR,2.128231,13.290113,0.8835454,1.9386487,,36.066,0.18648
MRUS,1.066633,,26.69555,5.095685,,2.018,-0.55368
BFS,1.08354,32.267403,4.6384535,4.3072677,,215.643,0.1287
CTS,0.76077,,2.258361,2.490646,,16.841,-0.08282
PLAB,0.876363,20.955055,1.7111495,1.3590323,,11.715,0.08031
TSC,2.183376,20.216423,4.8964453,1.661957,,,0.09279
EDIT,2.014917,,46.74577,1.929683,,4.89,-0.41551998
BSIG,1.808831,2.0327923,1.5553081,1.7892643,,46.827,0.50716
ERII,1.217142,92.65403,11.460494,6.292243,,9.507,0.073130004
LXU,2.078441,,3.8406775,4.1594415,,118.041,-0.046680003
RGNX,0.916883,,13.032306,2.629482,,18.467,-0.48439
CARS,2.160075,54.183674,1.7801096,2.9994352,,132.04,0.06066
EIG,0.011948,9.125646,1.6350152,0.9541491,,1.521,0.10902
MNRL,2.308206,6367.4995,8.797211,2.393572,,8.066,-0.00105
THRY,0.846409,4.828532,0.85717493,3.1418052,,201.155,1.20884
MATW,1.113246,376.77777,0.63861877,1.6771353,,133.306,0.00458
CHCT,,51.142857,11.848753,2.1929555,,57.481,0.050430004
KBSR,,48.214287,3.4621654,2.031297,,309.278,0.03561
PCVX,,,,4.0357513,,0.381,-0.27536
RC,1.157402,7.850563,2.2570498,1.0179839,,630.963,0.12993
DENN,1.715154,27.04947,2.6182852,,,,
RPT,1.613506,16.347088,5.4523563,1.4141734,,106.906,0.0876
SMP,0.417142,12.38468,0.76635474,1.6503371,,29.349,0.17859
INN,2.306639,,3.4361222,1.0921464,,99.609,-0.09325
GMRE,0.858701,97.125,9.027984,1.8451674,,90.402,0.028619999
DNOW,1.937142,,0.73657477,1.6007593,,5.722,-0.071329996
AMSF,0.349577,10.271426,2.8561215,1.9376689,,,0.18857999
ATEN,1.03948,12.458732,4.594819,4.9791665,,12.172,0.56564
HMST,1.021298,9.85035,2.8713148,1.4967043,,,0.16149999
ATLC,1.44935,7.698425,1.9715815,2.8924387,,250.238,0.51831
LAND,0.536103,,15.705755,1.9000674,,134.42,0.0038400001
BY,1.336851,12.303965,3.4066536,1.2932352,,,0.11303
NBR,3.436363,,0.56592333,1.5306015,,249.576,-0.35502
OBNK,1.097503,10.850602,3.8258297,1.4993507,,,0.14667
AIV,,,6.8266063,2.1702888,,284.432,
ATEC,1.692853,,5.267274,10.026596,,262.931,-1.56798
HZO,1.703376,6.9572268,0.50231963,1.7303107,,30.687,0.29512
EFC,1.975136,5.2320795,5.661613,0.9664641,,289.335,0.17106001
BTRS,0.20906,,8.20318,3.158416,,0.031,-0.30038
LUNG,,,19.760128,4.33654,,13.201,-0.44171003
NHC,0.278441,6.7516904,1.0279809,1.1349509,,19.317,0.17927
CHRS,1.005967,,2.4412587,6.772115,,320.258,-1.19882
BKD,1.677274,,0.49017566,1.6370023,,665.988,-0.075440004
FORR,0.983781,52.12787,2.079248,4.9747353,,89.579,0.102419995
JRVR,0.413506,,1.0199782,0.95229375,,45.027,-0.15506
KRNY,0.799104,14.9777775,4.5427046,0.97125155,,,0.070300005
ADTN,1.332488,596.17645,1.8307781,2.7127945,,,0.00455
MNKD,1.80935,,9.66488,,,,
GSKY,1.436817,17.073172,1.7409424,26.849316,,,
BRBR,0.945054,36.366238,0.7942389,,,,
AGYS,1.404276,,6.68672,11.550906,,8.42,-0.16204001
FARO,1.336623,52.481136,3.063493,2.8382654,,7.106,0.05717
HURN,0.861818,40.707073,1.2386863,1.9260027,,62.352,0.04745
GRC,0.51948,33.84215,2.7804565,3.0941243,,,0.09279
RBCAA,0.632727,10.67408,3.1196303,1.1101742,,,0.10812
NRC,0.733506,27.335714,6.743289,11.710526,,36.143,0.51545
WASH,0.791168,12.550069,4.0564046,1.6808583,,,0.13896
ORGO,1.594343,19.028078,2.5393982,5.9891233,,62.628,0.48881
PLYM,1.275543,,7.2455244,2.9184089,,127.653,-0.03261
SWM,1.118961,19.200998,0.7281094,1.5220941,,206.072,0.08053
OSW,3.333073,,14.918895,3.116723,,78.567,-0.35032
TBI,1.515166,19.150606,0.4379531,1.9586802,,,0.13251
PLCE,2.175584,5.7937946,0.4635167,3.9345217,,224.971,1.04088
VRM,,,0.14925054,0.3808208,,102.77,-0.26032
WLKP,1.125194,13.538542,0.8155016,1.7599193,,44.172,0.36679
SENS,0.453505,,63.514404,,,,
KIDS,0.876706,,11.498283,4.790925,,0.632,-0.13178
OPAD,,,0.8055493,4.7116327,,308.147,
CNDT,1.923973,,0.22834174,0.799928,,126.113,0.00075
PAE,,19.744598,0.31476375,8.210785,,717.984,0.27719
HLIT,0.794805,148.2258,1.9520658,3.443237,,68.906,0.02701
DBI,2.413583,168.44156,0.31890768,2.41662,,268.317,0.01587
TRTX,1.801172,26.55481,5.6474876,0.6326955,,253.149,0.09454001
KRP,1.878411,,6.8178415,2.5458572,,62.714,-0.2068
FOR,1.917922,8.164445,0.6871251,0.8974109,,70.066,0.11707
JBSS,0.085714,14.286714,1.0717517,4.107978,,27.37,0.29317
VREX,0.902512,57.83721,1.2030532,2.0293758,,92.628,0.0372
HIMS,0.002577,,4.36106,2.8055077,,,-0.35768002
LBAI,0.907012,10.0223465,3.4261131,1.1150476,,,0.117010005
MODN,0.927792,,4.5150905,7.0715327,,118.249,-0.23963
RFP,3.290927,2.6976054,0.2747013,0.6778487,,24.915,0.27776
AVXL,0.610909,,,5.3497734,,,-0.42581
RETA,1.219293,,82.13235,4.4114304,,1.257,-1.25742
XENT,1.578181,,8.76122,56.309277,,796.306,-1.81732
SRNE,2.254545,,13.606181,5.135135,,154.237,-2.5841599
AVO,,21.285715,1.0622053,1.7731059,,40.584,0.08911
CPLG,1.852024,,2.0114884,1.0641273,,64.846,-0.03151
IESC,1.214545,13.260317,0.56280607,2.5011976,,23.283,0.20948
GLDD,0.656867,27.64151,1.3990959,2.5697246,,99.591,0.09986
HFWA,0.710649,9.327702,3.4348207,1.0984457,,,0.12415
PARR,2.524675,,0.1736361,2.8300097,,389.41,-0.69873
BCOR,1.681558,,1.129765,2.7116115,,165.182,-0.053600002
ASPN,1.724515,,8.819003,7.0048757,,9.71,-0.26487
REVG,2.410552,20.144928,0.3796169,1.7303622,,45.278,0.0896
AMWD,2.142715,39.67786,0.5244846,1.2907469,,83.973,-0.056929998
