ticker,beta,trailingPE,priceToSalesTrailing12Months,priceToBook,trailingPegRatio,debtToEquity,returnOnEquity
INVH,0.903685,86.080185,11.561065,2.4245658,,84.769,0.028570002
BILL,2.349347,,72.67174,5.448971,,45.501,-0.06688
RKT,,4.6153846,1.8069572,2.7256773,,267.838,1.03529
DOCU,0.808829,,10.985287,89.7275,,376.425,-0.33637002
SGEN,0.776103,,13.285189,7.325864,,2.295,-0.12272
CHWY,0.511709,1691.9231,2.1516752,278.41772,,607.601,2.25857
ZI,,,28.676325,11.156834,,65.193,0.06461
SUI,0.690701,53.817806,9.423574,3.1606011,,86.25,0.06696
HZNP,1.024415,41.61852,7.514271,4.9895597,,60.048,0.13383001
YUMC,0.780706,33.91927,2.26382,3.342958,,29.361,0.14215
BGNE,0.708565,,18.518234,5.148171,,20.838,-0.3398
CLR,3.132467,25.594713,4.7086835,3.0505092,,65.963,0.120249994
AVTR,1.599357,43.81795,2.9058301,6.810768,,136.104,0.15929
WMG,,59.178085,3.35453,576.00006,,8039.13,614
TW,0.829186,75.80986,19.426058,3.7934985,,0.51,0.055209998
TRU,1.304935,38.45306,5.9972878,6.266046,,115.675,0.18067
QSR,1.095584,22.79521,3.133692,6.913348,,347.566,0.28169
ALNY,0.898701,,26.347483,26.089775,,100.602,-0.85027003
ACGL,0.868722,9.385205,1.9270078,1.4297999,,20.333,0.16614
VICI,1.132447,15.51087,11.97128,1.4896394,,41.14,0.0958
NUAN,1.140779,,13.128592,10.808881,,59.803,-0.0125
HEI,1.165194,66.746605,10.021241,8.831347,,12.245,0.13793
AGR,0.350571,21.690542,2.620991,0.92068183,,40.644,0.037049998
PODD,0.700259,,17.646772,36.737267,,258.265,-0.053979997
ENTG,1.136623,44.485508,7.625782,10.3298,,61.95,0.2592
RPRX,,19.989616,7.233969,2.8543892,,68.267,0.15399
ALLY,1.470649,5.668248,1.8791754,1.0888661,,,0.19698
CG,1.42961,5.9715395,1.9829937,3.457937,,176.201,0.78769994
CPT,0.813525,141.25209,15.323848,4.510667,,80.432,0.03322
SPLK,1.317402,,7.683843,108.874,,1858.742,-1.49726
BMRN,0.490623,2095.2778,7.491374,3.245697,,25.497,0.0038299998
PINS,1.092325,48.59649,6.671859,6.007229,,7.017,0.15090999
RNG,0.699154,,7.006091,243.52342,,265.65,-0.88856006
IEP,0.94961,582.043,1.2752362,3.2671413,,82.212,0.074149996
CCK,1.172987,27.592342,1.2065862,6.3182054,,283.062,0.35235
LBTYA,1.211948,1.2300304,1.1268809,0.52887756,,66.7,0.62176
BURL,0.863896,31.005953,1.5090497,18.814377,,635.616,0.88341004
ZG,1.417662,,2.7393887,2.357512,,80.479,-0.04378
W,2.91948,141,0.91822386,,,,
UI,1.322725,27.092567,8.690188,275.33405,,,
LPLA,1.109477,29.603941,1.8700523,8.336885,,183.386,0.32816002
TRGP,,49.46182,0.9187357,7.12669,,110.36,0.068330005
BG,0.635844,6.87807,0.27862144,2.2538438,,91.225,0.36060002
ELS,0.587012,54.013985,11.5983095,11.378903,,240.598,0.21127
FICO,1.245194,35.96791,10.015622,,,,3.5621302
AA,2.399303,19.174185,1.2762482,3.9991317,,30.251,0.100880004
LYFT,1.916952,,4.486765,8.48944,,68.82,-0.69337
FNF,1.393766,5.140489,0.92987496,1.456992,,37.401,0.32653
EXAS,1.251948,,6.979471,3.5503635,,69.493,-0.28242
ARES,1.064935,41.24667,3.7210734,7.553908,,252.804,0.25167
ACI,,32.5433,0.23729879,8.500001,,361.962,0.29644
GDDY,0.96987,63.168694,3.7644846,,,,
LOGI,0.702822,14.036189,2.1869378,5.6369567,,1.931,0.47097
BLDR,2.346096,9.756321,0.80594915,2.66072,,52.113,0.43570998
WLK,1.378701,9.808345,1.405967,1.9719764,,71.025,0.21340999
CNA,0.88935,9.455558,1.0557367,0.98245084,,21.936,0.10719
AMH,0.555844,108.37535,10.165913,2.1905785,,53.986,0.029849999
ASAN,,,27.09664,36.621517,,103.083,-1.8884
MASI,0.732467,37.915943,6.977373,5.734597,,2.29,0.16097
MPW,0.551688,21.422636,8.223432,1.4720993,,126.586,0.07195
JLL,1.295584,15.840111,1.1865215,2.0692604,,69.03,0.14123
AFRM,,,11.375572,4.5677567,,93.351,-0.43713
STLD,1.508051,7.0049973,0.9744672,2.7462506,,54.673,0.47814
DT,1.453026,154.10715,15.083604,10.072363,,32.636,0.073359996
GGG,0.66599,28.838425,6.357127,7.794677,,15.35,0.31815
CSL,1.110392,34.089153,2.6553528,4.8690844,,114.995,0.13422
MORN,1.118441,55.143616,7.2123356,8.420693,,38.051,0.16553
ELAN,0.835869,,2.8012896,1.7469213,,82.765,-0.08712
IAC,,9.508709,2.6570232,1.3187398,,11.148,0.14678
UHAL,0.883426,11.2326565,2.1177135,1.9916371,,97.643,0.19917
CONE,0.394828,216.90646,10.139525,4.091649,,138.403,0.01897
CLVT,0.777345,,5.391063,0.9064251,,49.564,-0.026080001
WOLF,1.572467,,20.364122,5.657153,,42.463,-0.16997999
PCTY,1.336103,124.86163,16.029186,23.361967,,15.915,0.20902
WSM,1.500745,11.391873,1.3765684,7.2054353,,85.115,0.70102
LAMR,1.443487,29.929522,6.489314,9.001305,,322.832,0.31374002
FND,1.864333,35.153194,3.1008298,7.9484186,,110.877,0.26452
MTN,1.236363,72.31697,5.220073,7.118271,,183.208,0.091350004
BSY,,122.60736,12.360985,32.443184,,357.146,0.53717
RPM,0.91948,23.436699,1.737551,5.975627,,150.389,0.28217
GDRX,,,9.947128,8.05464,,82.923,-0.3539
LSI,0.398441,46.370346,14.648069,3.3951635,,66.828,0.07809
PTON,0.945994,,1.9897411,4.9266624,,108.501,-0.38351002
H,1.483636,,9.951751,2.8386166,,94.121,-0.11409
GLPI,1.036883,18.431137,9.3693285,3.817911,,206.707,0.22952999
RRX,1.218955,24.95671,3.24157,2.4379635,,26.535,0.10456
VTRS,,,0.733318,0.5955036,,112.315,-0.11405
CNXC,,30.363525,1.9346052,4.01233,,53.896,0.16504999
MIDD,1.654025,22.806568,3.1764286,4.302064,,84.399,0.20212999
DAR,1.146693,24.208733,2.8416386,3.9451904,,47.235,0.17883
VST,0.968175,,0.8783773,1.7571348,,197.347,-0.17565
NLY,1.193933,3.6754797,2.2927616,0.8453559,,449.837,0.20467
RGEN,0.805194,89.86673,17.613815,6.0855412,,18.292,0.08371
TTC,0.746892,24.634922,2.4572623,8.510327,,66.133,0.36176997
ACM,1.477922,61.709843,0.7617021,3.7717726,,107.717,0.10245
BKI,0.685383,48.191322,6.506068,4.099426,,78.347,0.052199997
MMP,1.121038,11.826297,4.0439596,5.4667115,,275.895,0.42084998
ZNGA,0.116883,,3.762751,3.3443103,,49.391,-0.03089
RS,0.980259,10.945798,0.97283494,2.0328195,,31.478,0.20624
CPRI,2.530389,23.659077,1.917965,3.7236197,,120.423,0.17295
TREX,1.514669,39.14796,7.8775606,12.278765,,5.124,0.35894
CIEN,0.911486,21.648901,2.9541986,3.541175,,27.139,0.18090999
TXG,1.422031,,18.012157,10.320602,,10.022,-0.56032
WAL,1.53922,10.853246,5.191627,2.2006068,,,0.21886998
COUP,1.417662,,13.01877,9.708543,,172.578,-0.49683
SNX,1.600696,11.207318,0.3199649,2.311743,,58.967,0.06453
AGCO,1.330461,13.256541,0.9175761,3.0984316,,55.944,0.24927999
AXON,0.388051,,11.005002,8.5027,,0.611,-0.020580001
LII,0.832727,21.074234,2.4172566,,,,
ERIE,0.455144,29.520546,3.4575176,7.005282,,7.332,0.24119
DKS,1.762077,8.64262,0.80659336,3.6553473,,120.727,0.59898996
AZPN,1.357922,31.098785,13.613238,14.369017,,46.966,0.54402
HTZ,,16.68902,1.3924642,2.2320628,,179.083,0.11106
GXO,,71.229355,1.1957123,3.8763793,,119.298,
FIVE,1.306493,33.852425,3.2620592,8.557641,,125.862,0.29454002
DBX,0.948205,,4.0627747,,,,-0.39088002
FIVN,0.4545,,12.404757,40.887035,,483.63,-0.2612
CLF,2.175874,6.2386446,0.7322411,3.1798272,,124.709,0.8146
ARMK,1.942317,,0.698022,3.4035354,,301.257,0.01163
SYNH,1.756715,33.48593,1.6602448,2.4900062,,96.722,0.07816
JEF,1.470129,5.701725,0.930415,0.81293315,,219.783,0.16389
Y,0.669816,13.793878,0.7641598,1.0391732,,32.782,0.12229
UTHR,0.552727,17.645992,4.7605042,2.0568042,,20.889,0.13002
KNX,1.287272,14.5599575,1.664701,1.444588,,35.02,0.103640005
OC,1.551168,9.673555,1.1060598,2.2026207,,73.641,0.24493
CFR,1.298856,21.06508,6.495852,2.1061907,,,0.10226
BHVN,0.992467,,24.66227,,,,
DKNG,2.015518,,7.4244986,4.641509,,72.381,-0.75352997
LEVI,1.14019,18.850988,1.5448667,5.244755,,154.799,0.32645
BHC,1.650422,,1.0038818,,,,-4.4653797
JAZZ,0.93974,,3.282788,2.3829188,,162.779,-0.04399
BJ,0.479055,19.06302,0.47816694,13.703259,,524.153,1.05736
JBL,1.335064,11.667348,0.27388608,3.7252595,,153.738,0.35134998
THC,2.548571,9.222368,0.49989206,13.525137,,383.763,0.56404
ARW,1.476877,9.311697,0.24858235,1.637965,,45.702,0.19373
CBSH,0.884634,16.161846,5.8447647,2.5142415,,,0.15787
ALV,1.717056,13.904796,0.856925,2.7569933,,80.816,0.17235
AVLR,0.791698,,12.105209,8.164891,,99.208,-0.11889
EQT,1.101818,,1.9652871,1.138029,,74.937,-0.33830002
SYNA,1.162597,72.21933,6.2977824,8.69257,,43.08,0.13325
WSC,1.676062,93.14721,4.513195,4.195245,,146.118,0.04433
NVCR,0.955324,,14.54729,18.610552,,138.653,-0.07491
MAT,1.591168,10.968025,1.6602578,6.6791143,,232.536,0.94198996
BERY,1.320238,11.098113,0.5582692,2.5082085,,314.784,0.25231
CHDN,1.204873,42.334053,5.9748716,26.300713,,591.44,0.62504
ESTC,1.12653,,10.191568,16.618645,,131.668,-0.36481
USFD,1.655395,214.43182,0.3004407,2.3069873,,133.381,0.020750001
G,1.398961,22.209484,2.0548937,4.103996,,103.344,0.19910999
SEIC,1.093506,16.092552,4.40536,4.45396,,2.191,0.29554
PEN,0.311688,247.14444,11.69597,11.80501,,25.431,0.04583
TPL,2.268025,40.37405,25.162237,15.821194,,0.382,0.42084
NBIX,0.732987,19.286814,7.772789,6.171292,,33.626,0.41371
STOR,1.26961,33.27194,11.151841,1.631688,,79.725,0.0495
WMS,1.293968,47.801853,3.816489,12.461662,,102.407,0.23888999
AIRC,,,11.457788,5.4369636,,266.697,-0.02734
TTEK,0.84,37.22535,3.3481922,6.9357944,,37.563,0.20499
CHH,1.446046,33.677494,7.958881,36.535248,,502.344,2.44035
KSS,2.137142,9.197069,0.43035024,1.6987762,,137.437,0.20104
ORI,0.90909,5.659062,0.90939724,1.2764437,,25.092,0.23009
WH,1.687305,43.055416,6.4543476,7.1556587,,194.766,0.23782
SF,1.350074,11.596515,1.6311268,1.7908288,,46.439,0.17047001
PFGC,1.676883,161.45833,0.25021413,2.65385,,152.473,0.01792
BFAM,0.965194,142.8603,4.6589446,6.149368,,144.214,0.044499997
FLEX,1.524675,8.35783,0.30365744,2.2125318,,122.908,0.29869
HUN,1.277402,11.022823,1.0915501,2.2467263,,51.087,0.23653
WU,0.947012,9.095988,1.423533,19.616648,,773.901,3.73697
CHK,,,1.4562066,2.5972178,,41.804,
SITE,1.192727,35.21489,2.288073,7.480126,,62.697,0.24712
USO,,22.55068,,,,,
GWRE,1.288311,,9.988197,4.92856,,31.431,-0.0618
VRT,,29.639174,0.8829091,5.159264,,294.285,0.23864001
CACC,1.259075,10.343473,4.8014193,4.2942333,,253.19,0.46444
EGP,0.793766,63.145184,19.945839,5.534933,,97.077,0.09227
SMAR,1.530254,,12.888831,12.646405,,15.59,-0.28188
SMG,1.131277,15.524437,1.6136839,7.6340194,,426.984,0.58533
WEX,1.84,,4.2163687,3.9904256,,148.249,-0.06538
VOYA,1.393336,4.427631,1.8307441,0.8744421,,38.479,0.27382
PLNT,1.19443,148.95796,12.701329,,,,
BYD,2.05778,18.041775,2.4835293,5.148264,,282.828,0.34277
TPX,1.820984,11.626845,1.3763788,17.601065,,768.329,1.4395599
DLB,1.006464,24.78788,5.9837,2.8641458,,2.571,0.09787
OSK,1.463376,16.06003,0.95674837,2.2969804,,32.065,0.15502
PLTK,,26.652298,3.030393,,,,
OLN,1.383376,8.282623,0.9600669,3.270373,,143.113,0.49629003
XPO,2.039283,27.530676,0.6431556,8.126769,,394.903,0.16203
RGA,1.222337,12.393035,0.4418147,0.56377786,,27.062,0.045440003
LSCC,0.945454,102.20714,17.14937,20.97561,,47.86,0.21663
FAF,1.225974,5.823592,0.8020914,1.290272,,44.703,0.24540001
PSTG,1.343639,,4.3881183,11.970365,,125.956,-0.28845
SNV,1.557402,11.266212,3.7022505,1.5811069,,,0.13772
NVST,1.699463,23.037727,3.024243,1.9216937,,35.976,0.06775
HLI,0.669816,16.946604,3.0455694,4.867984,,12.279,0.32772
BLD,1.519006,22.018656,2.1998255,4.397739,,51.704,0.22257
COTY,2.533565,,1.4716628,2.209068,,128.031,0.0086900005
PAG,1.460259,7.4917717,0.31059894,2.040837,,150.083,0.311
PNFP,1.217304,15.339942,5.747911,1.5033771,,,0.103240006
LECO,1.206233,29.31516,2.4917789,8.955954,,94.425,0.34073
COLD,0.227328,,2.9480124,1.8545383,,82.283,-0.021659998
ITT,1.593237,37.052677,2.6348703,3.3996406,,13.072,0.14661
BRX,1.650278,35.43296,6.6892877,2.7983677,,193.715,0.07892
BC,1.692346,13.022538,1.3420441,4.0479565,,102.638,0.35636002
TNDM,0.383172,333.21536,10.859437,18.3944,,81.091,0.060760003
WWD,1.638114,38.125786,3.404918,3.453639,,36.35,0.099180005
OGE,0.668051,16.593222,2.2032866,2.05478,,127.893,0.12652001
FSLR,1.434285,15.8929,2.7285557,1.2286621,,8,0.08071
GNTX,0.946493,16.968822,3.7754464,3.6829574,,0.109,0.22201
MP,,60.46757,25.92925,7.468331,,75.103,0.23337
PII,1.779523,12.756275,0.8978035,6.1084948,,140.315,0.561
IIVI,1.47948,28.440035,2.347986,2.472611,,37.041,0.08997
RGLD,0.646224,31.358912,13.075546,3.267817,,4.005,0.10840999
RNR,0.549477,,1.2756844,1.1442091,,11.941,-0.00979
GH,0.453308,,17.930025,8.687867,,176.795,-0.42297
NYT,0.784935,47.042103,3.804085,5.1121025,,,0.11796
STAG,,32.32201,12.437921,2.2908425,,66.844,0.06373
RCM,0.705974,,5.286754,22.209303,,261.119,0.43530998
VAC,2.353246,,2.7218883,2.2356324,,154.727,-0.01301
ACC,1.035305,432.88,8.337912,2.522258,,138.423,0.0051700003
PPC,1.115324,,0.42662808,2.2700477,,134.364,-0.00193
PB,1.24,12.89317,5.9159145,1.0692501,,,0.085559994
SRPT,1.2519,,10.989079,13.874318,,250.755,-0.71405
GMED,1.090389,39.675285,7.768507,4.2568645,,0.316,0.11931
AN,1.434805,8.010056,0.29596654,3.1457891,,177.832,0.39815
EEFT,1.538701,41.790215,2.0617197,3.9959598,,92.04,0.10304
FYBR,,0.7326428,0.9958053,1.4904408,,159.886,
POST,0.763811,43.491398,1.0413384,2.3846667,,247.035,0.07021
HTA,0.644155,62.98,9.15055,2.238891,,103.119,0.0345
CASY,0.836883,23.825384,0.71665823,3.3005908,,80.613,0.14879
LITE,0.802597,18.665535,4.111886,3.6267283,,64.168,0.2174
OMF,1.885131,4.4996667,1.7773767,1.9905652,,578.758,0.4022
NTLA,2.106414,,159.79018,4.765646,,7.116,-0.34185
FFIN,0.883636,29.52795,13.017558,3.8808165,,,0.1376
QS,,,,3.8846352,,4.809,-0.04686
OLED,1.361558,38.69695,13.387549,7.175534,,3.052,0.20066999
DCI,1.355324,22.320677,2.1942255,5.8550086,,52.809,0.27723
NOV,2.0363,,1.205176,1.3205208,,47.156,-0.04737
DCP,3.1999,68.77551,0.65585166,1.4392483,,92.461,0.06731
TOL,1.616111,8.099547,0.7352749,1.2181842,,68.894,0.16237
COHR,1.454637,,4.411595,7.4896126,,60.462,-0.11892
AXTA,1.421183,21.483334,1.3330213,4.0849314,,248.885,0.17518999
AYI,1.612133,22.03938,1.7973769,3.1429641,,26.731,0.16674
EHC,1.003636,16.61743,1.3385174,3.6447084,,150.73,0.24323
CFX,2.172987,56.02241,1.6919987,1.349892,,38.638,0.03182
NTRA,1.148571,,10.056757,7.479138,,50.782,-0.62943
ATUS,1.064708,5.2179837,0.51769304,,,,
SWCH,0.716296,157.75864,11.876456,12.205424,,267.407,0.07934
CHNG,1.420374,,1.9606113,2.0631418,,143.819,-0.02394
X,2.110392,2.582132,0.4106475,1.0517153,,44.875,0.64304
AZTA,1.761312,56.922558,11.83156,4.672489,,7.24,-0.02192
ADT,2.136233,,1.2387742,2.3688202,,361.382,-0.13436
COLM,0.906234,21.144936,2.0843997,3.2424147,,21.157,0.16258
MEDP,1.318961,30.782608,4.886534,5.919261,,15.941,0.21621999
LFUS,1.229239,21.556011,2.9875622,3.4112206,,35.29,0.16207
WCC,2.33922,23.831478,0.34554735,1.6845298,,139.786,0.09387
OPEN,,,1.0756778,2.007196,,272.452,-0.36819
KBR,1.290389,,1.1441258,4.8541765,,122.933,-0.01432
CCCS,,,9.744777,3.5325017,,45.787,
EME,1.201723,17.344624,0.64139545,2.8594222,,26.245,0.17437
SLAB,1.147532,3.033887,5.624415,2.215722,,16.812,0.022669999
INSP,1.648985,,32.50225,29.646181,,14.086,-0.20989999
REYN,,19.194674,1.855475,3.752324,,127.686,0.20462
NVAX,1.26961,,5.0581307,12.454376,,99.453,-2.80103
PACW,1.417205,9.537654,3.993432,1.4136518,,,0.15984
HGV,2.137966,,3.8826878,3.1684484,,227.666,-0.043870002
CR,1.64346,14.987058,1.9246976,3.384865,,45.905,0.23427
LPX,1.71948,5.1239905,1.4270132,4.7286153,,27.233,1.13676
MAN,2.026493,16.323505,0.2694311,2.2217836,,58.07,0.13658
SGMS,1.929548,33.617134,1.9939206,,,,
FLO,0.275324,26.333334,1.3374492,4.139841,,88.953,0.16117
LSTR,1.014545,17.925203,1.0075444,6.597908,,20.951,0.41522
EXEL,0.879371,41.294117,5.3141527,3.1531665,,2.474,0.08288
UNM,1.567876,7.324449,0.48637953,0.52543527,,30.151,0.07396
CACI,0.976103,15.888527,1.121869,2.4718084,,75.642,0.16353
WTFC,1.484675,12.859205,3.1719742,1.3961904,,,0.11046
GBCI,0.893056,16.823812,7.752805,2.226978,,,0.13609
WK,1.435604,,11.61834,73.32368,,462.789,-0.54977
VVV,1.34961,13.89083,1.9205514,42.413334,,1625.185,14.23729
SLM,1.290402,4.9427123,2.6397955,2.892562,,275.897,0.49251997
JHG,1.440915,8.269833,1.9474404,1.155136,,6.431,0.12741
INGR,0.840851,35.789906,0.8620412,1.8811603,,73.951,0.05757
ARNA,0.548483,,107201.336,7.1959896,,7.622,-0.70301
CROX,1.791645,6.723987,2.1199193,13.426878,,251.984,2.59693
GPS,1.736623,10.770975,0.32114145,1.9122382,,229.386,0.19620001
AMG,1.354789,11.564047,2.379501,2.0603437,,69.215,0.20243
GPK,1.16907,25.363409,0.911404,3.3521032,,224.164,0.13791001
VLY,1.207792,12.540541,4.3770432,1.2291391,,,0.09922
NTNX,1.583896,,3.8801632,,,,
CUZ,1.021794,47.654922,7.716407,1.311925,,47.038,0.02728
NVT,1.530031,23.168118,2.5146132,2.2890608,,41.812,0.10212
MRTX,1.32987,,65.78289,4.178128,,4.199,-0.59114
YETI,2.625231,27.076382,3.8311799,12.289301,,35.998,0.52739
NFG,0.713246,16.204031,3.366269,3.2838182,,157.361,0.19352
TNET,1.287272,20.147364,1.3161974,7.1109304,,67.985,0.40728
WBS,1.35803,15.089124,4.1371756,1.6325219,,,0.12254
NCR,1.731948,,0.76838744,4.3794565,,417.647,-0.059299998
RPD,1.365714,,12.005648,,,,
COKE,0.967055,18.59005,0.80621487,6.447256,,148.459,0.38606
SON,0.781044,,1.0230021,3.0566037,,94.032,-0.08641
DEI,0.842372,92.02817,6.428354,2.3843234,,129.899,0.01345
WE,,,1.9322467,,,,
TENB,1.65284,,11.071524,30.222221,,196.037,-0.25507998
NSA,0.480519,65.65124,10.243407,3.8998659,,98.353,0.07146
ZLAB,1.24694,,37.132927,2.5107965,,1.068,-0.41287
TDC,1.137742,44.966827,2.6850495,11.252372,,124.348,0.34186
MSA,0.959224,59.36623,3.9706314,6.668419,,79.303,0.116610005
SRC,1.348051,36.758675,9.893808,1.5650918,,72.372,0.043649998
SRCL,1.375064,143.29298,2.0549812,2.2463467,,83.263,0.01622
NYCB,0.962597,9.03652,4.081674,0.83669066,,,0.09285
LAZR,1.269333,,225.81772,9.477212,,2.154,-1.27595
THO,2.03948,6.5157733,0.3729426,1.6513104,,73.353,0.28456
CW,1.512417,25.756304,2.398087,3.264389,,62.18,0.13222
MIME,1.474285,120.45317,9.603107,11.5114765,,45.865,0.11732
IDA,0.503376,21.801254,3.782156,2.037566,,74.722,0.09546
FOXF,1.73974,29.166443,3.7582312,5.3900642,,48.797,0.20583999
ALGM,,111.78423,6.873806,7.797395,,5.928,0.16121
BXMT,1.404155,12.408418,10.548442,1.1886363,,381.127,0.09342
AQUA,1.854149,103.61905,3.4789076,9.032794,,131.353,0.09284
MTDR,4.411428,21.546217,4.1480746,3.5574055,,80.674,0.19096
TRNO,0.697662,71.334015,23.615686,2.819254,,35.191,0.047859997
HHC,1.450389,,6.319189,1.4236684,,122.076,-0.0189
CCMP,1.107012,,4.3005157,5.8732214,,108.094,-0.07022
MUR,2.952727,,2.1994479,1.380416,,86.359,-0.07382
SAM,0.697142,49.162796,2.2163255,4.624867,,6.146,0.10181
SEAS,,38.12107,3.4301143,451.01352,,19508.451,
IRT,0.931069,92.508835,25.432785,3.679033,,138.526,0.043319996
SPR,1.903896,,1.2330693,10.925972,,867.067,-0.89729
AMKR,1.512417,9.669458,0.92742133,1.9624329,,44.907,0.2229
CLH,1.693506,28.661932,1.5764513,3.750697,,117.242,0.13986
SLG,1.481558,8.167163,5.9531364,1.0974365,,83.958,0.12868
AMBA,1.122597,,11.3688345,6.5115466,,2.371,-0.059899997
NATI,1.090389,100.22388,3.7501671,4.3566175,,11.543,0.043569997
TMX,1.003978,9.036144,2.5628848,2.185471,,42.725,0.051119998
CDK,1.302078,5.5064178,3.2858067,12.648084,,344.873,
ROG,1.619361,51.281475,5.598276,4.6499586,,0.403,0.09606
SSD,1.16987,22.804619,3.5527067,4.559169,,3.732,0.21719
FCN,0.390649,20.90375,1.8790581,3.2185938,,37.86,0.16718
ANAT,0.783578,6.7257395,1.1663666,0.75296706,,2.33,0.117180005
WEN,0.955246,26.537998,3.2013545,8.96861,,702.755,0.3514
MTG,1.62357,8.486395,4.1107197,1.0108035,,23.588,0.13284001
ESNT,1.331428,7.8470106,4.736859,1.1629145,,7.74,0.15777999
APPS,2.192727,83.77359,6.0724945,8.825283,,56.442,0.18141001
TKR,1.658876,14.2015915,1.2129004,2.1824427,,65.975,0.16576
HELE,0.794805,24.267927,2.3474517,4.0022817,,40.737,0.1666
PRGO,1.012467,,0.9946965,0.97160554,,71.905,-0.07671
UMBF,0.980779,11.334235,3.5926933,1.562432,,,0.14441
ESGR,0.586772,4.9585633,3.223195,0.8310111,,26.058,0.19272
ALIT,0.707358,,,1.1653823,,67.294,
UBSI,1.242168,12.0382805,4.623484,1.042242,,,0.08157
NRZ,1.844155,7.6113954,1.957673,0.9183854,,479.034,0.119320005
APG,1.256076,,1.3028774,2.0706115,,68.655,0.00513
NOVT,1.09448,98.85507,7.4107757,9.710991,,100.28,0.1035
HQY,1.045251,,5.835189,2.3108869,,53.989,-0.00378
ZD,1.012467,24.106796,2.751327,3.4690886,,131.086,0.15265
AVNT,1.649428,17.268488,0.9842521,2.6814256,,107.97,0.13169
EVR,1.653506,8.1192875,1.5397795,3.950408,,47.124,0.56931
CWK,1.382846,61.545193,0.5374091,3.8159797,,306.308,0.06735
JBLU,1.487792,,0.9001618,1.1089636,,125.88,-0.111140005
IAA,1.631125,17.309525,2.930208,16.598173,,737.907,1.9561
RHP,1.718441,,7.0515738,,,,-1.5078701
ATKR,2.436883,8.59393,1.6583915,5.572341,,92.561,0.94575995
ALTR,1.568315,,9.918454,8.63458,,37.981,-0.01081
AXS,0.974025,12.116274,0.8959681,0.9747369,,26.889,0.07857
TFSL,0.422675,60.48781,17.301092,2.8136144,,,0.0423
HALO,1.247792,12.808342,10.830939,17.818909,,312.109,2.14943
DDS,0.934545,9.28529,0.84849864,3.3009057,,38.798,0.41307998
QLYS,0.687792,72.02552,12.718497,12.5171175,,12.282,0.18164
MCFE,,0.11544185,2.6028428,,,,
WTS,0.868571,31.809608,2.8043482,4.2404747,,13.26,0.14236
AL,2.027369,12.033846,2.251173,0.67713565,,268.394,0.063039996
HWC,1.606753,11.412128,3.6523073,1.3280073,,,0.122489996
ACHC,1.412987,,2.4919052,2.2916896,,62.795,0.07613
PYCR,,,12.766375,3.5966208,,,
HLF,1.081038,8.578477,0.69442385,,,,
MMS,0.770909,16.978586,1.1546301,3.3184063,,115.376,0.21395001
CRUS,0.864673,21.491987,3.2706056,3.3913145,,9.344,0.17376
KRG,1.36987,186.14754,17.844053,1.6021163,,106.864,0.00913
RUN,2.135256,,3.5873108,0.86136967,,88.746,-0.20207001
ICUI,0.498701,47.749058,3.9345868,3.2075498,,2.949,0.071890004
WING,1.260259,142.16049,15.054752,,,,
SNDR,0.937708,13.668367,0.84857535,2.0701647,,14.226,0.18101
VNT,,9.45809,1.3713832,8.714081,,459.456,1.07917
NEWR,0.882597,,5.8544173,12.241346,,157.641,-0.63189
MUSA,0.947787,14.202594,0.3042926,5.6515527,,277.763,0.49883997
SPSC,0.778219,101.89586,11.689794,9.571963,,4.24,0.09856
BEAM,1.397462,,5914.99,5.2766757,,17.034,-0.76174
TGNA,1.14909,8.577328,1.6031189,2.0890474,,140.777,0.27913
AB,1.44987,12.569405,11.421137,2.8275554,,,0.23238
SAIC,0.840344,17.694284,0.6951995,3.1195092,,171.915,0.18764
IONS,0.904415,,7.103981,8.845131,,246.845,-0.57645
MSTR,1.624935,,9.473418,9.625705,,485.945,-1.04124
VMI,1.145454,22.940807,1.3928429,3.5257463,,79.267,0.16284999
SFBS,1.054025,23.602123,12.691854,4.3305593,,,0.19861999
EXPO,0.396363,49.98446,11.750069,12.412507,,4.028,0.27443
CERE,,,,6.8638916,,12.033,-0.64426005
IRDM,1.152163,,8.435542,3.9213922,,126.628,-0.0068800002
SIGI,0.826493,11.848584,1.513311,1.838984,,17.142,0.16251
FOUR,,,3.239307,8.741458,,398.897,-0.16517
OWL,,,6.9258685,3.0734293,,14.501,
HR,0.601115,145.86388,7.85698,1.9432238,,85.85,0.01454
AMPL,,,14.930336,7.0834794,,,
AWI,1.14909,26.38685,4.015869,8.185378,,127.614,0.3694
POR,0.445194,20.545097,1.9983655,1.7510612,,128.075,0.087290004
UMPQ,,9.611872,3.45809,1.6750218,,,0.15413
HE,0.250124,18.909502,1.6026314,1.9165329,,108.442,0.102790006
MXL,1.975584,,5.356287,9.823915,,77.916,-0.02547
GT,1.998961,13.366972,0.25487804,0.94986635,,207.257,0.076869994
AMED,0.689305,23.841995,2.3465452,5.7148004,,57.681,0.25986
RLI,0.37557,17.4237,3.984666,3.6981146,,13.419,0.22802
CRSP,2.084535,10.296409,4.5324216,1.6489168,,9.378,0.18586999
BCPC,0.623073,48.34965,5.8409996,5.0366054,,13.641,0.109239995
WD,1.232207,16.694761,3.7841136,3.1682737,,227.728,0.21528
BHF,1.488485,,0.75669205,0.2513773,,57.884,-0.0696
CHPT,1.915921,,24.349646,8.48502,,4.691,-0.47120997
SMTC,1.487272,41.247684,6.0184674,5.988163,,27.546,0.15266
